intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
8586000,0.0007542014051546935,0.9863296955772545,0.0007542014051546935,0.003380141371702151,7.602841835546238,7.0,11.830179354776451,"GCA_003223215.1 Acidobacteria bacterium, ASM322321v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,2d3bbd0a78bbc3dde551bdaaa053ac89,0.9863296955772545,8586000,0,1001484000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
7090000,0.0006227915167187021,0.9828088174130043,0.000622703675884186,0.005096879124657406,13.88517421357032,10.0,12.470716336627627,"GCA_003221615.1 Candidatus Rokubacteria bacterium, ASM322161v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,825f079ba35fd4645bca9579af2c4f56,0.9829474559822543,7089000,1,994395000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
6857000,0.0006023246022764655,0.9209214603260137,0.0006004799447516287,0.00497389993170124,14.05163838502048,14.0,11.557351658684853,"GCA_003220655.1 Candidatus Rokubacteria bacterium, ASM322065v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,4e9f1a0162b77d7b5896d33e773c3e92,0.9237505051865822,6836000,2,987559000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
6861000,0.0006026759656145296,0.8433433433433434,0.0005920472246380892,0.0010339572736626206,2.9626112759643917,2.0,3.0483876664909433,"GCA_003224475.1 Acidobacteria bacterium, ASM322447v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,c4d6230d56822cd027d971f6a074d81c,0.8584834834834835,6740000,3,980819000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
6306000,0.0005539243024581291,0.955,0.000553660779954581,0.0024203858595158194,7.415992384578772,7.0,4.408702756825203,"GCA_005879605.1 Deltaproteobacteria bacterium, ASM587960v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,b93c72bafbb19ce2909c46b4bdf6c984,0.9554545454545454,6303000,4,974516000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
6185000,0.0005432955614816887,0.7310238827145897,0.0005431198798126565,0.0009896329834855773,3.091056121623807,2.0,10.452419364969746,"GCA_003224775.1 Acidobacteria bacterium, ASM322477v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,52fe076adf5510bed91e5f64ddd16497,0.7312603452352802,6183000,5,968333000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
5866000,0.0005152743352710729,0.913111180317658,0.0005150986536020408,0.0016462642028022686,5.421725784447476,5.0,3.6937706155098002,"GCA_003223855.1 Acidobacteria bacterium, ASM322385v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,f7d5bef0ccfc45191f8f89b175d14e23,0.9134226097788851,5864000,6,962469000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
5863000,0.0005150108127675247,0.9617676266137041,0.0005104430893726909,0.003478214041790142,11.559456203751505,11.0,9.086613646557074,"GCA_003220225.1 Candidatus Rokubacteria bacterium, ASM322022v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,1ab09a4da08ede9ef1163fdfe4d956cf,0.970374048328368,5811000,7,956658000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
5706000,0.0005012198017485069,0.9242252149926984,0.0005003413934033465,0.001275307176133648,4.323911516853933,4.0,2.921953639403339,"GCA_003225465.1 Acidobacteria bacterium, ASM322546v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,261160f7aa8299dfcda0774657dd7345,0.9258478013954243,5696000,8,950962000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
5700000,0.0005006927567414107,0.7138508371385084,0.0004943682166562561,0.0007005930445039692,2.4040511727078893,2.0,2.3931756963321713,"GCA_003225005.1 Acidobacteria bacterium, ASM322500v1",db/sourmash/genbank-2022.03-bacteria-k31.sbt.zip,85bb0a058204f7c8f5ea2f43d207c2ab,0.7229832572298326,5628000,9,945334000,GraSoiAngelo_129_FD/GraSoiAngelo_129_FD_9013.1.117809.GGTAGC.fastq.gz,GraSoiAngelo_129_FD,0278b217,11384227000
