1,tRNA,RF00005,CLOF_contig32965,-,CL00001,cm,1,70,110,182,+,3',3,0.59,0.0,60.8,1.1e-11,!,*,-,-,-,-,-,-,tRNA
1,isrK,RF01394,CLOF_contig07271,-,-,cm,1,77,110,192,+,no,1,0.51,0.0,55.1,1e-09,!,*,-,-,-,-,-,-,isrK,Hfq,binding,RNA
1,TrxA_thermometer,RF02773,CLOF_contig18260,-,-,cm,1,88,110,197,+,no,1,0.41,0.0,106.9,1.2e-18,!,*,-,-,-,-,-,-,TrxA,5',UTR,thermometer
1,LSU_rRNA_bacteria,RF02541,CLOF_F4EQGSL02G9TIM,-,CL00112,cm,2063,2173,111,1,-,5'&3',4,0.53,0.0,68.3,4.8e-19,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,Intron_gpII,RF00029,CLOF_F4EQGSL01A5EJS,-,-,cm,1,93,111,187,+,no,1,0.60,0.0,54.1,1.1e-08,!,*,-,-,-,-,-,-,Group,II,catalytic,intron
1,tRNA,RF00005,CLOF_contig24365,-,CL00001,cm,1,71,113,197,+,no,1,0.58,0.0,61.2,8e-12,!,*,-,-,-,-,-,-,tRNA
1,narK,RF03032,CLOF_F4EQGSL02G6080,-,-,cm,1,72,114,37,-,no,1,0.56,0.0,72.2,1.7e-12,!,*,-,-,-,-,-,-,narK,RNA
1,tRNA,RF00005,CLOF_F4EQGSL01AVWY5,-,CL00001,cm,1,71,114,42,-,no,1,0.58,0.0,74.1,2e-15,!,*,-,-,-,-,-,-,tRNA
1,isrB,RF01386,CLOF_F4EQGSL01B9BGW,-,-,cm,1,87,114,198,+,no,1,0.56,0.0,80.8,1.2e-13,!,*,-,-,-,-,-,-,isrB,Hfq,binding,RNA
1,GlmY_tke1,RF00128,CLOF_contig20635,-,CL00011,cm,1,129,115,1,-,3',3,0.48,0.0,94.3,6.6e-20,!,*,-,-,-,-,-,-,Glm,Y,RNA,activator,of,glmS,mRNA
2,SSU_rRNA_eukarya,RF01960,CLOF_contig32891,-,CL00111,cm,1129,1244,115,1,-,3',4,0.52,0.0,78.2,9.2e-20,!,=,1,1.000,0.920,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,SSU_rRNA_microsporidia,RF02542,CLOF_contig32891,-,CL00111,cm,752,867,115,1,-,3',4,0.52,0.0,63.6,1.1e-15,!,=,1,1.000,0.920,",",",Microsporidia,small,subunit,ribosomal,RNA
1,tRNA,RF00005,CLOF_contig14586,-,CL00001,cm,1,71,115,34,-,no,1,0.57,0.0,60.2,1.5e-11,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL02GX0IY,-,CL00001,cm,1,71,115,43,-,no,1,0.51,0.0,70.0,2.8e-14,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig24559,-,CL00001,cm,1,71,115,43,-,no,1,0.49,0.0,78.5,1.2e-16,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig00126,-,CL00001,cm,1,71,115,187,+,no,1,0.56,0.0,68.0,9.9e-14,!,*,-,-,-,-,-,-,tRNA
1,C4,RF01695,CLOF_F4EQGSL02JX2L8,-,CL00128,cm,1,87,115,203,+,no,1,0.61,0.0,67.1,3.2e-11,!,*,-,-,-,-,-,-,C4,antisense,RNA
2,StyR-44,RF01830,CLOF_contig19415,-,-,cm,1,107,116,7,-,no,1,0.44,0.0,55.4,1.9e-06,!,*,-,-,-,-,-,-,Salmonella,enterica,Typhi,npcRNA,44
1,tRNA,RF00005,CLOF_contig09856,-,CL00001,cm,1,71,116,44,-,no,1,0.62,0.0,61.2,8.2e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig31205,-,CL00001,cm,1,71,117,188,+,no,1,0.57,0.0,62.7,3e-12,!,*,-,-,-,-,-,-,tRNA
1,glmS,RF00234,CLOF_F4EQGSL01A95CX,-,-,cm,1,171,117,341,+,no,1,0.56,0.0,60.4,2.1e-12,!,*,-,-,-,-,-,-,glmS,glucosamine-6-phosphate,activated,ribozyme
1,RyhB,RF00057,CLOF_contig30447,-,-,cm,1,67,118,55,-,no,1,0.41,0.0,69.2,1.7e-11,!,*,-,-,-,-,-,-,RyhB,RNA
1,LSU_rRNA_bacteria,RF02541,CLOF_F4EQGSL01AQOAA,-,CL00112,cm,1578,1698,119,1,-,5'&3',4,0.51,0.0,59.2,5.2e-16,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,tRNA,RF00005,CLOF_contig31115,-,CL00001,cm,1,71,119,47,-,no,1,0.62,0.0,57.7,7.8e-11,!,*,-,-,-,-,-,-,tRNA
2,CRISPR-DR4,RF01317,CLOF_F4EQGSL01EPFTG,-,CL00014,cm,1,28,119,146,+,no,1,0.50,0.0,35.6,3.8e-05,!,*,-,-,-,-,-,-,CRISPR,RNA,direct,repeat,element
1,tRNA,RF00005,CLOF_contig03262,-,CL00001,cm,1,71,119,191,+,no,1,0.56,0.0,68.4,7.7e-14,!,*,-,-,-,-,-,-,tRNA
1,Cobalamin,RF00174,CLOF_F4EQGSL02HWV8K,-,CL00101,cm,1,102,120,1,-,3',3,0.73,3.1,51.2,6.1e-11,!,*,-,-,-,-,-,-,Cobalamin,riboswitch
1,ydaO-yuaA,RF00379,CLOF_F4EQGSL02GTBWZ,-,-,cm,1,117,120,1,-,3',3,0.48,0.0,50.5,1.4e-09,!,*,-,-,-,-,-,-,ydaO/yuaA,leader
1,group-II-D1D4-2,RF01999,CLOF_contig23765,-,CL00102,cm,1,118,120,2,-,no,1,0.57,0.0,76.8,3.1e-14,!,*,-,-,-,-,-,-,Group,II,catalytic,intron,D1-D4-2
1,tRNA,RF00005,CLOF_contig05549,-,CL00001,cm,1,71,120,48,-,no,1,0.51,0.0,71.0,1.5e-14,!,*,-,-,-,-,-,-,tRNA
1,OmrA-B,RF00079,CLOF_F4EQGSL01B2W7U,-,-,cm,1,87,121,18,-,no,1,0.49,0.0,51.5,1.6e-07,!,*,-,-,-,-,-,-,OmrA-B,family
1,tRNA,RF00005,CLOF_contig31384,-,CL00001,cm,1,71,121,192,+,no,1,0.62,0.0,61.4,6.9e-12,!,*,-,-,-,-,-,-,tRNA
4,5S_rRNA,RF00001,CLOF_contig32309,-,CL00113,cm,1,119,122,7,-,no,1,0.64,0.0,77.9,3.7e-15,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,5S_rRNA,RF00001,CLOF_F4EQGSL01AVTYF,-,CL00113,cm,1,119,122,8,-,no,1,0.53,0.0,86.6,2.1e-17,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,C4,RF01695,CLOF_F4EQGSL02IVIPE,-,CL00128,cm,1,87,122,209,+,no,1,0.59,0.0,61.4,7.3e-10,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,radC,RF01754,CLOF_contig03480,-,-,cm,1,148,122,269,+,no,1,0.66,0.1,139.0,8.1e-25,!,*,-,-,-,-,-,-,radC,RNA
1,BsrC,RF01410,CLOF_F4EQGSL02HANC1,-,-,cm,1,87,123,36,-,no,1,0.49,0.0,63.6,1.4e-09,!,*,-,-,-,-,-,-,BsrC
1,narK,RF03032,CLOF_F4EQGSL02GX0VY,-,-,cm,1,72,123,197,+,no,1,0.59,0.0,78.2,6.5e-14,!,*,-,-,-,-,-,-,narK,RNA
1,C4,RF01695,CLOF_F4EQGSL02IL2LE,-,CL00128,cm,1,87,124,42,-,no,1,0.61,0.2,61.6,6.5e-10,!,*,-,-,-,-,-,-,C4,antisense,RNA
2,tRNA,RF00005,CLOF_F4EQGSL02IFWOY,-,CL00001,cm,1,71,124,51,-,no,1,0.59,0.0,70.6,1.9e-14,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig32518,-,CL00001,cm,1,71,124,196,+,no,1,0.60,0.0,59.8,1.9e-11,!,*,-,-,-,-,-,-,tRNA
1,SSU_rRNA_bacteria,RF00177,CLOF_contig32891,-,CL00111,cm,865,989,125,1,-,5'&3',4,0.54,0.0,119.4,1.1e-34,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
3,SSU_rRNA_archaea,RF01959,CLOF_contig32891,-,CL00111,cm,820,944,125,1,-,5'&3',4,0.54,0.0,73.4,4.9e-18,!,=,1,1.000,1.000,",",",Archaeal,small,subunit,ribosomal,RNA
1,C4,RF01695,CLOF_F4EQGSL02HID4W,-,CL00128,cm,1,87,125,38,-,no,1,0.59,0.0,68.0,1.9e-11,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,tRNA,RF00005,CLOF_F4EQGSL02HHHSA,-,CL00001,cm,1,71,125,53,-,no,1,0.51,0.0,70.0,2.8e-14,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL02IMXNH,-,CL00001,cm,1,71,125,53,-,no,1,0.60,0.0,66.0,3.7e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig17513,-,CL00001,cm,1,71,125,53,-,no,1,0.67,0.0,64.1,1.2e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL02I2WQS,-,CL00001,cm,1,71,125,196,+,no,1,0.50,0.0,60.6,1.2e-11,!,*,-,-,-,-,-,-,tRNA
1,group-II-D1D4-3,RF02001,CLOF_contig31213,-,CL00102,cm,1,171,125,298,+,no,1,0.60,0.1,136.5,3.8e-29,!,*,-,-,-,-,-,-,Group,II,catalytic,intron,D1-D4-3
2,tRNA,RF00005,CLOF_F4EQGSL01BZFY6,-,CL00001,cm,1,71,126,37,-,no,1,0.62,0.0,39.6,8.6e-06,!,=,1,1.000,0.989,",",",tRNA
1,tRNA,RF00005,CLOF_F4EQGSL02F97IP,-,CL00001,cm,1,71,126,198,+,no,1,0.60,0.0,66.6,2.5e-13,!,*,-,-,-,-,-,-,tRNA
1,ivy-DE,RF02999,CLOF_F4EQGSL02GA2MB,-,-,cm,1,93,126,221,+,no,1,0.69,0.2,84.8,1.8e-15,!,*,-,-,-,-,-,-,ivy-DE,RNA
1,SraG,RF00082,CLOF_contig28938,-,-,cm,1,133,127,1,-,3',3,0.47,0.0,91.7,4.3e-15,!,*,-,-,-,-,-,-,SraG,RNA
1,tRNA-Sec,RF01852,CLOF_F4EQGSL01BZFY6,-,CL00001,cm,1,91,127,37,-,no,1,0.63,0.0,79.9,1.3e-15,!,^,-,-,-,-,-,-,Selenocysteine,transfer,RNA
1,5S_rRNA,RF00001,CLOF_contig30988,-,CL00113,cm,1,119,127,242,+,no,1,0.61,0.0,75.2,1.8e-14,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,YrlA,RF02553,CLOF_F4EQGSL01A6JGG,-,-,cm,1,114,127,255,+,no,1,0.61,0.0,71.6,2.1e-14,!,*,-,-,-,-,-,-,Y,RNA-like
1,TPP,RF00059,CLOF_contig25525,-,-,cm,1,105,128,39,-,no,1,0.57,0.0,70.0,4.9e-12,!,*,-,-,-,-,-,-,TPP,riboswitch,(THI,element)
2,tRNA,RF00005,CLOF_F4EQGSL02JUWZW,-,CL00001,cm,1,71,128,55,-,no,1,0.57,0.0,67.7,1.2e-13,!,*,-,-,-,-,-,-,tRNA
1,CsrB,RF00018,CLOF_contig10282,-,CL00106,cm,1,356,128,441,+,no,1,0.53,1.0,205.8,3.7e-58,!,*,-,-,-,-,-,-,CsrB/RsmB,RNA,family
1,CpoB_ybgF_thermometer,RF02782,CLOF_F4EQGSL01CSGAC,-,-,cm,1,131,129,1,-,3',3,0.47,0.0,91.9,3.1e-17,!,*,-,-,-,-,-,-,CpoB/ybgF,ICR,thermometer
1,JUMPstart,RF01707,CLOF_F4EQGSL02GBKWR,-,-,cm,1,38,129,92,-,no,1,0.58,0.0,50.8,1.9e-09,!,*,-,-,-,-,-,-,JUMPstart,RNA
1,TPP,RF00059,CLOF_F4EQGSL01B1ITW,-,-,cm,1,105,130,16,-,no,1,0.66,0.0,70.9,2.9e-12,!,*,-,-,-,-,-,-,TPP,riboswitch,(THI,element)
1,tRNA,RF00005,CLOF_F4EQGSL01C02K9,-,CL00001,cm,1,71,130,57,-,no,1,0.59,0.0,62.7,3.1e-12,!,*,-,-,-,-,-,-,tRNA
1,symR,RF01809,CLOF_F4EQGSL01BY1SF,-,-,cm,1,77,130,205,+,no,1,0.46,0.0,82.9,3e-15,!,*,-,-,-,-,-,-,SymR,antitoxin
1,LSU_rRNA_archaea,RF02540,CLOF_F4EQGSL01AJU7F,-,CL00112,cm,164,244,130,210,+,no,3,0.43,0.0,65.6,6.4e-17,!,^,-,-,-,-,-,-,Archaeal,large,subunit,ribosomal,RNA
2,group-II-D1D4-1,RF01998,CLOF_F4EQGSL02ISJUH,-,CL00102,cm,1,84,131,47,-,no,1,0.64,0.0,52.6,1.6e-07,!,*,-,-,-,-,-,-,Group,II,catalytic,intron,D1-D4-1
2,LSU_rRNA_eukarya,RF02543,CLOF_F4EQGSL01AJU7F,-,CL00112,cm,24,103,131,210,+,no,3,0.44,0.0,60.5,2.5e-11,!,=,1,1.000,0.988,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,Spot_42,RF00021,CLOF_contig17903,-,-,cm,1,115,132,15,-,no,1,0.42,0.0,124.4,2.3e-25,!,*,-,-,-,-,-,-,Spot,42,RNA
1,tRNA,RF00005,CLOF_contig19001,-,CL00001,cm,1,71,132,59,-,no,1,0.57,0.0,63.2,2.2e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig16926,-,CL00001,cm,1,71,132,60,-,no,1,0.64,0.0,64.8,7.9e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL01E0MAL,-,CL00001,cm,1,71,132,203,+,no,1,0.62,0.0,64.1,1.2e-12,!,*,-,-,-,-,-,-,tRNA
1,isrK,RF01394,CLOF_F4EQGSL02I1RHS,-,-,cm,1,77,133,59,-,no,1,0.55,0.0,63.9,6e-12,!,*,-,-,-,-,-,-,isrK,Hfq,binding,RNA
1,tRNA,RF00005,CLOF_F4EQGSL01BWWMZ,-,CL00001,cm,1,71,134,62,-,no,1,0.59,0.0,67.0,1.9e-13,!,*,-,-,-,-,-,-,tRNA
1,RyhB,RF00057,CLOF_contig30448,-,-,cm,1,67,135,198,+,no,1,0.42,0.0,72.3,3.1e-12,!,*,-,-,-,-,-,-,RyhB,RNA
1,Purine,RF00167,CLOF_F4EQGSL01DQVYT,-,CL00123,cm,1,102,135,234,+,no,1,0.50,0.0,62.6,1.5e-09,!,*,-,-,-,-,-,-,Purine,riboswitch
1,SAM_alpha,RF00521,CLOF_F4EQGSL01DS9AC,-,-,cm,1,79,136,59,-,no,1,0.58,0.0,73.9,2.5e-15,!,*,-,-,-,-,-,-,SAM,riboswitch,(alpha-proteobacteria)
1,SSU_rRNA_bacteria,RF00177,CLOF_F4EQGSL02GGM5G,-,CL00111,cm,1,180,136,301,+,3',3,0.55,0.0,127.2,3.3e-37,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,tRNA,RF00005,CLOF_contig29739,-,CL00001,cm,1,71,137,65,-,no,1,0.59,0.0,61.2,8.2e-12,!,*,-,-,-,-,-,-,tRNA
1,Betaproteobacteria_toxic_sRNA,RF02278,CLOF_F4EQGSL01AYZLW,-,-,cm,1,64,137,200,+,no,1,0.48,0.0,67.9,2e-12,!,*,-,-,-,-,-,-,Betaproteobacteria,toxic,small,RNA
3,LSU_rRNA_eukarya,RF02543,CLOF_F4EQGSL01AZDIP,-,CL00112,cm,1,140,138,1,-,3',3,0.46,0.0,81.3,1e-16,!,=,1,1.000,0.521,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,tRNA,RF00005,CLOF_contig04152,-,CL00001,cm,1,71,138,210,+,no,1,0.56,0.0,71.0,1.5e-14,!,*,-,-,-,-,-,-,tRNA
2,StyR-44,RF01830,CLOF_contig20528,-,-,cm,1,107,138,235,+,no,1,0.37,0.0,99.3,2e-15,!,*,-,-,-,-,-,-,Salmonella,enterica,Typhi,npcRNA,44
1,frnS,RF01796,CLOF_F4EQGSL02IP36Z,-,-,cm,1,119,138,256,+,no,1,0.42,0.0,120.7,8.6e-22,!,*,-,-,-,-,-,-,Fumarate/nitrate,reductase,regulator,sRNA
1,Ysr251,RF02855,CLOF_F4EQGSL01CLG3U,-,-,cm,1,194,138,331,+,no,1,0.55,0.0,137.1,1.2e-36,!,*,-,-,-,-,-,-,Yersinia,sRNA,251
1,TPP,RF00059,CLOF_F4EQGSL02JHXRH,-,-,cm,1,105,139,24,-,no,1,0.65,0.0,71.1,2.7e-12,!,*,-,-,-,-,-,-,TPP,riboswitch,(THI,element)
1,C4,RF01695,CLOF_contig25640,-,CL00128,cm,1,87,139,50,-,no,1,0.67,0.0,71.1,3.3e-12,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,Pseudomon-1,RF01719,CLOF_F4EQGSL02FS8JW,-,-,cm,1,116,139,254,+,no,1,0.55,0.0,128.0,2.1e-26,!,*,-,-,-,-,-,-,Pseudomon-1/ErsA,RNA
1,STnc180,RF02079,CLOF_F4EQGSL01AR708,-,-,cm,53,189,140,1,-,5'&3',4,0.44,0.0,82.8,2.4e-16,!,*,-,-,-,-,-,-,Enterobacterial,sRNA,STnc180
1,tRNA,RF00005,CLOF_F4EQGSL02I4JG6,-,CL00001,cm,1,71,140,54,-,no,1,0.51,0.0,61.3,7.8e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig30823,-,CL00001,cm,1,71,140,213,+,no,1,0.61,0.0,65.9,3.9e-13,!,*,-,-,-,-,-,-,tRNA
2,SSU_rRNA_archaea,RF01959,CLOF_F4EQGSL02GGM5G,-,CL00111,cm,1,163,141,301,+,3',3,0.57,0.0,84.5,2.4e-21,!,=,1,1.000,0.970,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_microsporidia,RF02542,CLOF_F4EQGSL02GGM5G,-,CL00111,cm,1,161,141,301,+,3',3,0.57,0.0,57.7,7.3e-14,!,=,1,1.000,0.970,",",",Microsporidia,small,subunit,ribosomal,RNA
1,Trp_leader,RF00513,CLOF_F4EQGSL02FLYHG,-,-,cm,1,100,142,47,-,no,1,0.59,0.0,80.4,3.7e-16,!,*,-,-,-,-,-,-,Tryptophan,operon,leader
1,P26,RF00630,CLOF_contig06215,-,-,cm,1,66,142,77,-,no,1,0.62,0.0,70.8,2.5e-13,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P26
7,tRNA,RF00005,CLOF_contig15403,-,CL00001,cm,1,71,142,215,+,no,1,0.64,0.0,57.4,9.1e-11,!,*,-,-,-,-,-,-,tRNA
2,LSU_rRNA_archaea,RF02540,CLOF_contig23529,-,CL00112,cm,1,269,142,426,+,3',3,0.49,0.0,157.1,7.4e-46,!,=,1,0.996,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,tRNA,RF00005,CLOF_F4EQGSL02FJY5E,-,CL00001,cm,1,71,143,73,-,no,1,0.54,0.0,57.4,9.5e-11,!,*,-,-,-,-,-,-,tRNA
1,LSU_rRNA_bacteria,RF02541,CLOF_contig23529,-,CL00112,cm,1,285,143,426,+,3',3,0.49,0.0,243.5,9.7e-78,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,STnc40,RF02057,CLOF_contig02108,-,-,cm,1,70,144,215,+,no,1,0.51,0.0,51.8,3.7e-07,!,*,-,-,-,-,-,-,Salmonella,enterica,sRNA,STnc40
1,tRNA,RF00005,CLOF_contig18153,-,CL00001,cm,1,71,144,216,+,no,1,0.62,0.0,66.3,2.9e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL02H4TOU,-,CL00001,cm,1,71,144,217,+,no,1,0.64,0.0,52.1,2.8e-09,!,*,-,-,-,-,-,-,tRNA
1,rncO,RF00552,CLOF_F4EQGSL02HQH2X,-,-,cm,1,139,145,1,-,3',3,0.52,0.0,71.6,5.1e-14,!,*,-,-,-,-,-,-,rncO
1,epsC,RF01735,CLOF_F4EQGSL02HGT0O,-,-,cm,1,117,145,36,-,no,1,0.50,0.0,101.5,2.9e-17,!,*,-,-,-,-,-,-,epsC,RNA
1,anti-hemB,RF02837,CLOF_F4EQGSL02I7VXF,-,-,cm,1,80,145,232,+,no,1,0.65,0.5,53.1,2.4e-10,!,*,-,-,-,-,-,-,Burkholderia,RNA,7,(anti-hemB)
1,Mg_sensor,RF01056,CLOF_F4EQGSL02G89RF,-,-,cm,1,115,145,259,+,no,1,0.58,0.0,95.4,1.7e-18,!,*,-,-,-,-,-,-,Magnesium,Sensor
1,tRNA,RF00005,CLOF_contig19452,-,CL00001,cm,1,71,146,218,+,no,1,0.64,0.0,64.8,7.9e-13,!,*,-,-,-,-,-,-,tRNA
2,isrK,RF01394,CLOF_F4EQGSL01B35ZA,-,-,cm,1,77,146,225,+,no,1,0.56,0.0,63.3,8.4e-12,!,*,-,-,-,-,-,-,isrK,Hfq,binding,RNA
1,SSU_rRNA_bacteria,RF00177,CLOF_contig00011,-,CL00111,cm,1,1533,146,1682,+,no,1,0.54,11.2,1610.3,0,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,5_ureB_sRNA,RF02514,CLOF_F4EQGSL01DNUQL,-,-,cm,1,146,147,1,-,3',3,0.68,0.4,44.7,2.3e-09,!,*,-,-,-,-,-,-,5',ureB,small,RNA
3,GlmY_tke1,RF00128,CLOF_F4EQGSL02HWVD8,-,CL00011,cm,1,163,147,2,-,no,1,0.50,0.0,57.2,2.2e-10,!,=,1,1.000,0.980,",",",Glm,Y,RNA,activator,of,glmS,mRNA
1,TPP,RF00059,CLOF_contig03569,-,-,cm,1,105,147,23,-,no,1,0.53,0.0,69.7,5.8e-12,!,*,-,-,-,-,-,-,TPP,riboswitch,(THI,element)
1,ROSE_2,RF01832,CLOF_F4EQGSL01CG06G,-,-,cm,12,73,147,86,-,no,2,0.44,0.0,72.9,5.8e-15,!,*,-,-,-,-,-,-,Repression,of,heat,shock,gene,expression,(ROSE),element
1,L31-Gammaproteobacteria,RF03157,CLOF_F4EQGSL02FU17A,-,CL00118,cm,1,52,147,96,-,no,1,0.63,0.0,56.8,7.7e-11,!,*,-,-,-,-,-,-,L31-Gammaproteobacteria,ribosomal,protein,leader
1,Ysr251,RF02855,CLOF_F4EQGSL01CXQJV,-,-,cm,1,194,148,341,+,no,1,0.56,0.0,106.9,1.1e-27,!,*,-,-,-,-,-,-,Yersinia,sRNA,251
1,GlmZ_SraJ,RF00083,CLOF_F4EQGSL02HWVD8,-,CL00011,cm,1,156,149,1,-,3',3,0.50,0.0,87.3,7.2e-20,!,^,-,-,-,-,-,-,GlmZ,RNA,activator,of,glmS,mRNA
1,LSU_rRNA_bacteria,RF02541,CLOF_contig31411,-,CL00112,cm,1,151,149,1,-,3',3,0.56,0.0,109.8,5.7e-33,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,Ysr251,RF02855,CLOF_contig05441,-,-,cm,1,149,149,1,-,3',3,0.61,0.0,113.7,1.1e-29,!,*,-,-,-,-,-,-,Yersinia,sRNA,251
1,Ysr251,RF02855,CLOF_contig21507,-,-,cm,1,149,149,1,-,3',3,0.60,0.0,119.9,1.5e-31,!,*,-,-,-,-,-,-,Yersinia,sRNA,251
1,cspA,RF01766,CLOF_contig20241,-,-,cm,1,428,149,558,+,no,1,0.41,0.1,149.0,1.8e-38,!,*,-,-,-,-,-,-,cspA,thermoregulator
1,STAXI,RF01728,CLOF_F4EQGSL02GVWTA,-,-,cm,1,153,150,2,-,no,1,0.52,0.0,73.2,5.7e-14,!,*,-,-,-,-,-,-,STAXI,RNA
1,C4,RF01695,CLOF_contig23556,-,CL00128,cm,1,87,150,60,-,no,1,0.63,0.0,67.2,3e-11,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,tRNA,RF00005,CLOF_F4EQGSL02HJA5T,-,CL00001,cm,1,71,150,77,-,no,1,0.53,0.0,67.3,1.5e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL01CHUZI,-,CL00001,cm,1,71,150,79,-,no,1,0.46,0.0,57.5,8.5e-11,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_F4EQGSL02GD57U,-,CL00001,cm,1,71,150,220,+,no,1,0.39,0.0,55.1,4e-10,!,*,-,-,-,-,-,-,tRNA
1,FMN,RF00050,CLOF_contig00937,-,-,cm,1,140,150,301,+,no,1,0.57,0.0,124.6,3.8e-30,!,*,-,-,-,-,-,-,FMN,riboswitch,(RFN,element)
1,Rev39_5p_UTR,RF02744,CLOF_contig15422,-,-,cm,1,300,150,452,+,no,1,0.43,0.0,144.6,6.9e-44,!,*,-,-,-,-,-,-,Soft,rot,Enterobacteriaceae,Rev,39,5'UTR
1,LSU_rRNA_bacteria,RF02541,CLOF_contig31755,-,CL00112,cm,1,153,151,1,-,3',3,0.56,0.0,100.5,7.8e-30,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,CLOF_contig31411,-,CL00112,cm,1,153,151,1,-,3',3,0.56,0.0,65.7,6e-17,!,=,1,0.987,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,C4,RF01695,CLOF_contig23555,-,CL00128,cm,1,87,151,59,-,no,1,0.61,0.0,73.5,8.7e-13,!,*,-,-,-,-,-,-,C4,antisense,RNA
3,tRNA,RF00005,CLOF_F4EQGSL02JAQTP,-,CL00001,cm,1,71,151,78,-,no,1,0.53,0.0,62.2,4.4e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,CLOF_contig33434,-,CL00001,cm,1,71,151,79,-,no,1,0.64,0.0,59.8,2e-11,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,CLOF_F4EQGSL01DH6F2,-,CL00001,cm,1,71,151,224,+,no,1,0.65,0.0,64.2,1.2e-12,!,*,-,-,-,-,-,-,tRNA
1,5S_rRNA,RF00001,CLOF_contig29946,-,CL00113,cm,1,119,151,266,+,no,1,0.66,0.0,73.7,4.5e-14,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
3,SSU_rRNA_microsporidia,RF02542,CLOF_contig00011,-,CL00111,cm,1,1312,151,1677,+,no,1,0.54,12.1,741.4,1.2e-224,!,=,1,1.000,0.993,",",",Microsporidia,small,subunit,ribosomal,RNA
4,SSU_rRNA_eukarya,RF01960,CLOF_contig00011,-,CL00111,cm,1,1851,151,1677,+,no,1,0.54,12.1,710.3,2.6e-212,!,=,1,1.000,0.993,",",",Eukaryotic,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,CLOF_contig00011,-,CL00111,cm,1,1477,151,1680,+,no,1,0.54,11.5,1046.9,0,!,=,1,1.000,0.995,",",",Archaeal,small,subunit,ribosomal,RNA
1,IS1222_FSE,RF00383,CLOF_F4EQGSL02GOXGM,-,-,cm,1,118,152,35,-,no,1,0.59,0.0,122.7,3.7e-25,!,*,-,-,-,-,-,-,Insertion,sequence,IS1222,ribosomal,frameshifting,element
1,OmrA-B,RF00079,CLOF_F4EQGSL02IFDKT,-,-,cm,1,87,152,77,-,no,1,0.47,0.0,66.0,5.1e-11,!,*,-,-,-,-,-,-,OmrA-B,family
2,tRNA,RF00005,CLOF_contig32761,-,CL00001,cm,8,71,152,86,-,5',2,0.63,0.0,44.5,3.7e-07,!,*,-,-,-,-,-,-,tRNA
