#
#,Current,dir:,/home/gotting/jgi
#,Date:,Wed,Jul,13,06:22:37,2022
#,Pipeline,mode:,SCAN
#,Program:,cmscan
#,Query,file:,AttcolgardBottom_FD/2029527006.a.fna
#,Target,file:,/home/gotting/db/Rfam.cm
#,Version:,1.1.2,(July,2016)
#,[ok]
#---,--------------------,---------,--------------------,---------,---------,---,--------,--------,--------,--------,------,-----,----,----,-----,------,---------,---,---,------,------,------,------,------,------,---------------------
#idx,target,name,accession,query,name,accession,clan,name,mdl,mdl,from,mdl,to,seq,from,seq,to,strand,trunc,pass,gc,bias,score,E-value,inc,olp,anyidx,afrct1,afrct2,winidx,wfrct1,wfrct2,description,of,target
1,RybB,RF00110,ACOFG988_contig30362,-,-,cm,32,79,1,49,+,5',2,0.47,0.0,49.9,1.1e-07,!,*,-,-,-,-,-,-,RybB,RNA
5,tRNA,RF00005,ACOFG988_F31SS7V02IXGMW,-,CL00001,cm,23,71,1,50,+,5',2,0.66,0.0,33.1,0.00053,!,*,-,-,-,-,-,-,tRNA
1,L31-Gammaproteobacteria,RF03157,ACOFG988_contig18135,-,CL00118,cm,3,52,1,51,+,5',2,0.65,0.0,41.5,1.1e-06,!,*,-,-,-,-,-,-,L31-Gammaproteobacteria,ribosomal,protein,leader
1,tRNA,RF00005,ACOFG988_F31SS7V02JWRTO,-,CL00001,cm,19,71,1,53,+,5',2,0.51,0.0,31.4,0.0016,!,*,-,-,-,-,-,-,tRNA
1,Lacto-rpoB,RF01709,ACOFG988_F31SS7V01CV153,-,-,cm,4,58,1,56,+,5',2,0.41,0.0,47.6,1.1e-05,!,*,-,-,-,-,-,-,Lacto-rpoB,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V01DXHS9,-,CL00001,cm,16,71,1,56,+,5',2,0.64,0.0,39.1,1.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02GFPG2,-,CL00001,cm,15,71,1,59,+,5',2,0.61,0.0,38.1,2.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02FODGK,-,CL00001,cm,15,71,1,60,+,5',2,0.48,0.0,37.9,2.4e-05,!,*,-,-,-,-,-,-,tRNA
6,tRNA,RF00005,ACOFG988_F31SS7V01EJL3K,-,CL00001,cm,14,71,1,60,+,5',2,0.58,0.0,42.0,1.8e-06,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02FXZRK,-,CL00001,cm,24,71,1,62,+,5',2,0.50,0.0,29.4,0.006,!,*,-,-,-,-,-,-,tRNA
2,SdsR_RyeB,RF00111,ACOFG988_F31SS7V02FPL7E,-,CL00105,cm,39,100,1,62,+,5',2,0.50,0.0,74.8,8e-13,!,*,-,-,-,-,-,-,SdsR_RyeB,RNA
1,GlmY_tke1,RF00128,ACOFG988_contig05342,-,CL00011,cm,96,163,1,63,+,5',2,0.49,0.0,52.4,3.6e-09,!,*,-,-,-,-,-,-,Glm,Y,RNA,activator,of,glmS,mRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01C64R6,-,CL00001,cm,11,71,1,64,+,5',2,0.62,0.0,45.2,2.2e-07,!,*,-,-,-,-,-,-,tRNA
1,tpke11,RF02031,ACOFG988_F31SS7V02G5Z9C,-,-,cm,13,76,1,64,+,5',2,0.55,0.0,60.6,2.4e-11,!,*,-,-,-,-,-,-,tpke11
1,tRNA,RF00005,ACOFG988_F31SS7V01C8IW9,-,CL00001,cm,9,71,1,66,+,5',2,0.67,0.0,48.2,3.3e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,ACOFG988_F31SS7V02HBBRE,-,CL00001,cm,8,71,1,67,+,5',2,0.63,0.0,44.5,3.5e-07,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02GJRR7,-,CL00001,cm,6,71,1,68,+,5',2,0.62,0.0,52.2,2.4e-09,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,ACOFG988_contig19117,-,CL00001,cm,7,71,1,68,+,5',2,0.54,0.0,54.2,6.7e-10,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig34384,-,CL00001,cm,16,71,1,69,+,5',2,0.55,0.0,31.6,0.0015,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,ACOFG988_F31SS7V02FIM0I,-,CL00001,cm,7,71,1,76,+,5',2,0.59,0.0,40.1,6e-06,!,*,-,-,-,-,-,-,tRNA
1,tRNA-Sec,RF01852,ACOFG988_F31SS7V01C05Z7,-,CL00001,cm,16,91,1,77,+,5',2,0.61,0.0,57.0,1e-09,!,*,-,-,-,-,-,-,Selenocysteine,transfer,RNA
1,STnc560,RF01407,ACOFG988_F31SS7V01BGEPO,-,-,cm,135,214,1,80,+,5',2,0.47,0.0,94.7,4.9e-19,!,*,-,-,-,-,-,-,STnc560,Hfq,binding,RNA
1,SSU_rRNA_bacteria,RF00177,ACOFG988_F31SS7V01E2DQ4,-,CL00111,cm,805,1074,1,266,+,5'&3',4,0.55,0.0,221.3,1.1e-67,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,ACOFG988_F31SS7V01E2DQ4,-,CL00111,cm,756,1023,1,266,+,5'&3',4,0.55,0.0,146.0,9.1e-40,!,=,1,1.000,1.000,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,ACOFG988_F31SS7V01E2DQ4,-,CL00111,cm,1046,1324,1,266,+,5'&3',4,0.55,0.0,112.4,3.3e-30,!,=,1,1.000,1.000,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,SSU_rRNA_microsporidia,RF02542,ACOFG988_F31SS7V01E2DQ4,-,CL00111,cm,688,935,1,266,+,5'&3',4,0.55,0.0,103.6,4.7e-28,!,=,1,1.000,1.000,",",",Microsporidia,small,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig16049,-,CL00112,cm,3000,3401,1,267,+,5',2,0.54,0.0,81.4,9.6e-17,!,=,1,1.000,0.954,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,AsrC,RF02746,ACOFG988_contig26025,-,-,cm,610,886,1,277,+,5',2,0.53,0.0,171.2,5.7e-52,!,*,-,-,-,-,-,-,antisense,RNA,of,rseC,mRNA
1,cspA,RF01766,ACOFG988_contig15995,-,-,cm,144,428,1,278,+,5',2,0.43,0.0,168.1,6e-44,!,*,-,-,-,-,-,-,cspA,thermoregulator
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig16518,-,CL00112,cm,965,1244,1,279,+,5'&3',4,0.53,0.0,259.7,3.3e-83,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig16049,-,CL00112,cm,2720,2990,1,279,+,5',2,0.54,0.0,166.3,8.5e-49,!,=,1,1.000,0.996,",",",Archaeal,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig16518,-,CL00112,cm,1047,1331,1,279,+,5'&3',4,0.53,0.0,187.5,1.7e-55,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig16049,-,CL00112,cm,2649,2925,1,280,+,5',2,0.54,0.0,271.6,3.4e-87,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,ACOFG988_contig32755,-,CL00111,cm,1529,1851,1,292,+,5',2,0.52,0.0,170.8,5.1e-48,!,=,1,1.000,0.983,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,SSU_rRNA_microsporidia,RF02542,ACOFG988_contig32755,-,CL00111,cm,1055,1312,1,292,+,5',2,0.52,0.0,129.9,3.9e-36,!,=,1,1.000,0.983,",",",Microsporidia,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,ACOFG988_contig32755,-,CL00111,cm,1192,1477,1,295,+,5',2,0.53,0.0,196.4,7.7e-55,!,=,1,1.000,0.993,",",",Archaeal,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,ACOFG988_contig32755,-,CL00111,cm,1237,1533,1,297,+,5',2,0.52,0.0,285.0,2.6e-88,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig16421,-,CL00112,cm,67,409,1,300,+,5'&3',4,0.50,0.0,228.8,7.7e-73,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig16421,-,CL00112,cm,67,407,1,300,+,5'&3',4,0.50,0.0,162.9,1e-47,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,rne5,RF00040,ACOFG988_contig31885,-,-,cm,21,334,1,310,+,5',2,0.51,0.0,223.4,1.6e-68,!,*,-,-,-,-,-,-,RNase,E,5',UTR,element
1,cspA,RF01766,ACOFG988_contig01818,-,-,cm,105,428,1,319,+,5',2,0.46,0.0,152.7,1.4e-39,!,*,-,-,-,-,-,-,cspA,thermoregulator
1,SgrS,RF00534,ACOFG988_F31SS7V02G7S66,-,-,cm,31,232,1,335,+,5',2,0.53,0.0,111.8,4.7e-30,!,*,-,-,-,-,-,-,SgrS,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig34009,-,CL00112,cm,1250,1586,1,336,+,5'&3',4,0.56,0.2,224.8,1.7e-71,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig34009,-,CL00112,cm,1337,1685,1,336,+,5'&3',4,0.56,0.2,107.2,4.2e-30,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig34009,-,CL00112,cm,1402,1731,1,336,+,5'&3',4,0.56,0.2,52.1,3.3e-09,!,=,1,1.000,1.000,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,AsrC,RF02746,ACOFG988_F31SS7V01B1CAW,-,-,cm,516,857,1,342,+,5'&3',4,0.59,0.0,172.2,2.9e-52,!,*,-,-,-,-,-,-,antisense,RNA,of,rseC,mRNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig00001,-,CL00112,cm,2124,2457,1,344,+,5'&3',4,0.53,0.0,231.9,1.5e-69,!,=,1,0.997,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,ACOFG988_F31SS7V02JQPR1,-,CL00111,cm,1461,1851,1,357,+,5',2,0.58,0.0,203.2,7.2e-58,!,=,1,1.000,0.986,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,SSU_rRNA_microsporidia,RF02542,ACOFG988_F31SS7V02JQPR1,-,CL00111,cm,999,1312,1,357,+,5',2,0.58,0.0,164.7,7.1e-47,!,=,1,1.000,0.986,",",",Microsporidia,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,ACOFG988_F31SS7V02JQPR1,-,CL00111,cm,1126,1477,1,360,+,5',2,0.58,0.0,247.5,4e-70,!,=,1,1.000,0.994,",",",Archaeal,small,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,ACOFG988_F31SS7V02JQPR1,-,CL00111,cm,1171,1533,1,362,+,5',2,0.58,0.0,364.0,7e-114,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,P34,RF02405,ACOFG988_F31SS7V02F00DF,-,-,cm,6,383,1,366,+,5',2,0.55,0.0,59.5,6.2e-13,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P34
3,SSU_rRNA_microsporidia,RF02542,ACOFG988_F31SS7V02JOEKY,-,CL00111,cm,61,329,1,366,+,5',4,0.49,0.0,146.6,2.7e-41,!,=,1,1.000,0.956,",",",Microsporidia,small,subunit,ribosomal,RNA
4,SSU_rRNA_eukarya,RF01960,ACOFG988_F31SS7V02JOEKY,-,CL00111,cm,62,472,1,366,+,5',4,0.49,0.0,109.4,2.6e-29,!,=,1,1.000,0.956,",",",Eukaryotic,small,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig33265,-,CL00112,cm,308,587,1,383,+,5'&3',4,0.52,0.0,215.5,2.1e-68,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,SSU_rRNA_bacteria,RF00177,ACOFG988_F31SS7V02JOEKY,-,CL00111,cm,67,410,1,383,+,5'&3',4,0.49,0.0,291.0,2.8e-90,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig33265,-,CL00112,cm,151,549,1,383,+,5'&3',4,0.52,0.0,100.4,1.2e-21,!,=,1,1.000,1.000,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,cspA,RF01766,ACOFG988_contig11844,-,-,cm,19,428,1,421,+,5',2,0.44,0.0,143.6,6e-37,!,*,-,-,-,-,-,-,cspA,thermoregulator
1,AsrC,RF02746,ACOFG988_F31SS7V02GJXAE,-,-,cm,443,886,1,444,+,5',2,0.58,0.1,261.8,1.8e-81,!,*,-,-,-,-,-,-,antisense,RNA,of,rseC,mRNA
1,SSU_rRNA_bacteria,RF00177,ACOFG988_F31SS7V02IF21E,-,CL00111,cm,600,1074,1,479,+,5'&3',4,0.52,0.0,435.8,4e-137,!,^,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
2,SSU_rRNA_archaea,RF01959,ACOFG988_F31SS7V02IF21E,-,CL00111,cm,550,1023,1,479,+,5'&3',4,0.52,0.0,294.1,4.7e-84,!,=,1,1.000,1.000,",",",Archaeal,small,subunit,ribosomal,RNA
3,SSU_rRNA_eukarya,RF01960,ACOFG988_F31SS7V02IF21E,-,CL00111,cm,842,1324,1,479,+,5'&3',4,0.52,0.0,227.5,2.8e-65,!,=,1,1.000,1.000,",",",Eukaryotic,small,subunit,ribosomal,RNA
4,SSU_rRNA_microsporidia,RF02542,ACOFG988_F31SS7V02IF21E,-,CL00111,cm,484,935,1,479,+,5'&3',4,0.52,0.0,214.4,3.5e-62,!,=,1,1.000,1.000,",",",Microsporidia,small,subunit,ribosomal,RNA
1,AsrC,RF02746,ACOFG988_F31SS7V02GRJXN,-,-,cm,143,623,1,485,+,5'&3',4,0.55,0.1,320.9,1e-100,!,*,-,-,-,-,-,-,antisense,RNA,of,rseC,mRNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_F31SS7V02GSW10,-,CL00112,cm,2458,2987,1,502,+,5',4,0.58,0.3,281.4,2.3e-68,!,=,1,1.000,0.938,",",",Eukaryotic,large,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig15880,-,CL00112,cm,2741,3401,1,527,+,5',2,0.55,0.0,254.3,2.2e-61,!,=,1,1.000,0.980,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_F31SS7V02GSW10,-,CL00112,cm,2135,2668,1,535,+,5'&3',4,0.58,0.4,587.5,5.4e-193,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_F31SS7V02GSW10,-,CL00112,cm,2215,2739,1,535,+,5'&3',4,0.58,0.4,383.2,2.1e-117,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig15880,-,CL00112,cm,2388,2925,1,538,+,5',2,0.54,0.0,611.8,3.7e-201,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig15880,-,CL00112,cm,2461,2990,1,538,+,5',2,0.54,0.0,401.9,2.7e-123,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig00050,-,CL00112,cm,639,1189,1,549,+,5'&3',4,0.54,0.7,522.4,3.3e-171,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig00050,-,CL00112,cm,681,1273,1,549,+,5'&3',4,0.54,0.7,314.9,8.2e-96,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig00050,-,CL00112,cm,683,1335,1,549,+,5'&3',4,0.54,0.7,167.4,6.1e-39,!,=,1,1.000,1.000,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_F31SS7V01BQDX0,-,CL00112,cm,808,1365,1,563,+,5'&3',4,0.52,0.1,515.2,8.6e-169,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_F31SS7V01BQDX0,-,CL00112,cm,885,1453,1,563,+,5'&3',4,0.52,0.1,336.4,1.4e-102,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_F31SS7V01BQDX0,-,CL00112,cm,909,1519,1,563,+,5'&3',4,0.52,0.1,183.2,4.9e-43,!,=,1,1.000,1.000,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,AsrC,RF02746,ACOFG988_contig08274,-,-,cm,26,886,1,799,+,5',2,0.55,0.2,289.5,1.6e-90,!,*,-,-,-,-,-,-,antisense,RNA,of,rseC,mRNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig26691,-,CL00112,cm,2324,3401,1,913,+,5',2,0.52,0.2,453.9,6.9e-113,!,=,1,1.000,0.988,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig26691,-,CL00112,cm,2000,2925,1,924,+,5',2,0.52,0.2,1000.5,0,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig26691,-,CL00112,cm,2080,2990,1,924,+,5',2,0.52,0.2,672.9,5e-209,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig16175,-,CL00112,cm,1244,2560,1,1331,+,5'&3',4,0.53,5.1,1313.4,0,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig16175,-,CL00112,cm,1331,2631,1,1331,+,5'&3',4,0.53,5.1,802.1,7.1e-250,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig16175,-,CL00112,cm,1398,2916,1,1331,+,5'&3',4,0.53,5.1,610.3,3e-153,!,=,1,1.000,1.000,",",",Eukaryotic,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig19394,-,CL00112,cm,405,1933,1,1519,+,5'&3',4,0.52,20.0,1457.2,0,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig19394,-,CL00112,cm,399,2013,1,1519,+,5'&3',4,0.52,20.0,902.1,1.7e-281,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
3,LSU_rRNA_eukarya,RF02543,ACOFG988_contig19394,-,CL00112,cm,257,2257,1,1519,+,5'&3',4,0.52,20.0,558.7,6.1e-140,!,=,1,1.000,1.000,",",",Eukaryotic,large,subunit,ribosomal,RNA
#,Option,settings:,cmscan,-Z,83.167033,--tblout,AttcolgardBottom_FD/AttcolgardBottom_FD_infernal-genome.tblout,--fmt,2,--cut_ga,--rfam,--nohmmonly,--clanin,/home/gotting/db/Rfam.clanin,--cpu,1,/home/gotting/db/Rfam.cm,AttcolgardBottom_FD/2029527006.a.fna,
1,tRNA,RF00005,ACOFG988_F31SS7V01BFSVC,-,CL00001,cm,1,71,2,83,+,no,1,0.60,0.0,54.3,6.3e-10,!,*,-,-,-,-,-,-,tRNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_contig01688,-,CL00112,cm,23,195,2,192,+,3',4,0.51,0.0,78.6,4.5e-21,!,=,1,1.000,0.995,",",",Archaeal,large,subunit,ribosomal,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig00001,-,CL00112,cm,2045,2387,2,344,+,3',4,0.53,0.0,339.5,6.1e-110,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V02IISWZ,-,CL00001,cm,1,71,3,73,+,no,1,0.59,0.0,71.2,1.2e-14,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01AZ8WS,-,CL00001,cm,1,71,3,74,+,no,1,0.58,0.0,67.2,1.6e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02I2NMO,-,CL00001,cm,1,71,3,84,+,no,1,0.57,0.0,60.2,1.4e-11,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02JHHZZ,-,CL00001,cm,1,71,3,84,+,no,1,0.59,0.0,60.4,1.3e-11,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig18987,-,CL00001,cm,1,71,3,86,+,no,1,0.57,0.0,53.7,9.3e-10,!,*,-,-,-,-,-,-,tRNA
2,Intron_gpII,RF00029,ACOFG988_F31SS7V02GFASU,-,-,cm,1,93,3,101,+,no,1,0.54,0.0,45.6,1.3e-06,!,*,-,-,-,-,-,-,Group,II,catalytic,intron
2,GlmY_tke1,RF00128,ACOFG988_contig15593,-,CL00011,cm,1,163,3,152,+,no,1,0.48,0.0,63.1,6.2e-12,!,=,1,1.000,0.750,",",",Glm,Y,RNA,activator,of,glmS,mRNA
1,cspA,RF01766,ACOFG988_contig24652,-,-,cm,1,428,3,465,+,no,1,0.44,0.0,134.8,1.9e-34,!,*,-,-,-,-,-,-,cspA,thermoregulator
2,tRNA,RF00005,ACOFG988_contig35596,-,CL00001,cm,1,71,4,75,+,no,1,0.57,0.0,62.7,2.8e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig33051,-,CL00001,cm,1,71,4,76,+,no,1,0.59,0.0,67.0,1.8e-13,!,*,-,-,-,-,-,-,tRNA
1,StyR-44,RF01830,ACOFG988_contig16516,-,-,cm,1,107,4,109,+,no,1,0.39,0.0,114.4,1.6e-18,!,*,-,-,-,-,-,-,Salmonella,enterica,Typhi,npcRNA,44
1,5S_rRNA,RF00001,ACOFG988_F31SS7V02FVTYQ,-,CL00113,cm,1,119,5,120,+,no,1,0.53,0.0,83.5,1.3e-16,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,tRNA,RF00005,ACOFG988_contig04972,-,CL00001,cm,1,71,6,78,+,no,1,0.56,0.0,71.0,1.4e-14,!,*,-,-,-,-,-,-,tRNA
1,Trp_leader,RF00513,ACOFG988_contig21146,-,-,cm,1,100,6,100,+,no,1,0.54,0.0,72.8,3.6e-14,!,*,-,-,-,-,-,-,Tryptophan,operon,leader
1,Fluoride,RF01734,ACOFG988_F31SS7V02FIJKU,-,-,cm,1,65,7,72,+,no,1,0.45,0.0,52.7,1.1e-08,!,*,-,-,-,-,-,-,Fluoride,riboswitch
1,tRNA,RF00005,ACOFG988_contig05790,-,CL00001,cm,1,71,7,79,+,no,1,0.52,0.0,71.3,1.1e-14,!,*,-,-,-,-,-,-,tRNA
1,Glycine,RF00504,ACOFG988_F31SS7V01DUL2A,-,CL00125,cm,10,85,7,94,+,no,1,0.69,1.1,44.5,1.1e-06,!,*,-,-,-,-,-,-,Glycine,riboswitch
1,5S_rRNA,RF00001,ACOFG988_F31SS7V01BUMB6,-,CL00113,cm,1,119,7,122,+,no,1,0.55,0.0,77.7,3.8e-15,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V02IL1G2,-,CL00001,cm,1,71,9,81,+,no,1,0.64,0.0,59.9,1.7e-11,!,*,-,-,-,-,-,-,tRNA
1,Glycine,RF00504,ACOFG988_F31SS7V02IDIQE,-,CL00125,cm,1,94,9,108,+,no,1,0.62,0.0,63.9,8.2e-12,!,*,-,-,-,-,-,-,Glycine,riboswitch
1,tRNA,RF00005,ACOFG988_F31SS7V01CN140,-,CL00001,cm,1,71,10,82,+,no,1,0.51,0.0,77.4,2.3e-16,!,*,-,-,-,-,-,-,tRNA
1,SIB_RNA,RF00113,ACOFG988_F31SS7V02IL67M,-,-,cm,1,147,10,161,+,no,1,0.48,0.0,91.8,3.7e-18,!,*,-,-,-,-,-,-,Short,Intergenic,Abundant,RNA
1,STnc100,RF02076,ACOFG988_contig19020,-,-,cm,1,206,10,215,+,no,1,0.50,0.0,76.6,5.8e-15,!,*,-,-,-,-,-,-,Gammaproteobacterial,sRNA,STnc100
1,RtT,RF00391,ACOFG988_F31SS7V02FOPYA,-,-,cm,1,115,11,125,+,3',3,0.59,0.1,97.0,4.9e-20,!,*,-,-,-,-,-,-,RtT,RNA
1,CRISPR-DR4,RF01317,ACOFG988_contig24057,-,CL00014,cm,1,28,12,39,+,no,1,0.50,0.0,50.1,1.3e-09,!,*,-,-,-,-,-,-,CRISPR,RNA,direct,repeat,element
1,JUMPstart,RF01707,ACOFG988_F31SS7V02IBIKE,-,-,cm,1,38,12,49,+,no,1,0.58,0.0,55.9,6.2e-11,!,*,-,-,-,-,-,-,JUMPstart,RNA
1,ES036,RF02751,ACOFG988_contig11856,-,-,cm,1,43,12,53,+,no,1,0.31,0.0,47.2,2.7e-07,!,*,-,-,-,-,-,-,ES036,(CssrF),sRNA
1,rnk_leader,RF01771,ACOFG988_contig18998,-,-,cm,1,109,12,121,+,no,1,0.47,0.0,80.2,1.7e-13,!,*,-,-,-,-,-,-,Enterobacteria,rnk,leader
1,5S_rRNA,RF00001,ACOFG988_contig32165,-,CL00113,cm,1,119,12,127,+,no,1,0.65,0.0,74.8,2.3e-14,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,RAGATH-18,RF03064,ACOFG988_F31SS7V01EVMSZ,-,-,cm,1,72,13,74,+,no,1,0.47,0.0,63.5,1.6e-10,!,*,-,-,-,-,-,-,RAGATH-18,RNA
1,tpke11,RF02031,ACOFG988_F31SS7V02GOY60,-,-,cm,1,76,13,89,+,no,1,0.52,0.0,73.8,6.2e-15,!,*,-,-,-,-,-,-,tpke11
4,tRNA,RF00005,ACOFG988_contig33824,-,CL00001,cm,1,71,13,96,+,no,1,0.60,0.0,49.9,1.1e-08,!,*,-,-,-,-,-,-,tRNA
1,SgrS,RF00534,ACOFG988_F31SS7V02G5R68,-,-,cm,1,232,13,384,+,no,1,0.53,0.0,142.0,3.2e-39,!,*,-,-,-,-,-,-,SgrS,RNA
1,CRISPR-DR4,RF01317,ACOFG988_F31SS7V02IWKFR,-,CL00014,cm,1,28,14,41,+,no,1,0.54,0.0,46.3,1.9e-08,!,*,-,-,-,-,-,-,CRISPR,RNA,direct,repeat,element
2,tRNA,RF00005,ACOFG988_contig02105,-,CL00001,cm,1,71,14,86,+,no,1,0.63,0.0,61.7,5.6e-12,!,*,-,-,-,-,-,-,tRNA
